"Query","Dates range","Impressions","Clicks","CTR %","Avg. position","Avg. click position","Impressions for 1st position","Clicks from pos. 1","CTR % for pos. 1","Impressions for pos. 2-3","Clicks from pos. 2-3","CTR % for pos. 2-3","Avg. impression position for pos. 2-3","Avg. click position from pos. 2-3","Impressions for pos. 4-10","Clicks from pos. 4-10","CTR % for pos. 4-10","Avg. impression position for pos. 4-10","Avg. click position from pos. 4-10","Impressions for pos. 11-50","Clicks from pos. 11-50","CTR % for pos. 11-50","Avg. impression position for pos. 11-50","Avg. click position from pos. 11-50"
"можно ли новую тротуарную плитку укладывать поверх старой","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"отмостка из щебня вокруг дома под ключ ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"можно ли положить плитку на старую плитку во дворе","2026-07-20 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"выравнивание участка ярославль по промокоду tehno-niki ру","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"планировка участка в рыбинске","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"газон рулонный изумрудный","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"дренаж в угличе","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"старое тротуарное покрытие демонтируют или снимают, как правильно сказать","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"рыбинск работы по перекладке тротуарной плитки","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"выровнять участок на даче ярославль в пределах мкад tehno niki-ру","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"снять старую тротуарную плитку и положить новую","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"заезд на участок купить","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"ландшафтный дизайнер ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","47.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","47.00",""
"стоимость укладки тротуарной плитки за м2 в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"укладка тротуарной плитки в переславле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"как рассчитать стоимость работ и материалов дренажа участка 10 соток","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"можно ли поверх тротуарной плитки положить другую плитку?","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"тротуарная плитка цена за работу","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"выровнять участок на даче ярославль уцененный tehno-ники-ru","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"благоустройство участка ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"укрепление участка из булыжников на даче ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"расчет стоимости содержания парковой территории калькулятор онлайн","2026-07-20 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"вывешивание дома ярославская область","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"как написать смету на укладку тротуарной плитки","2026-07-20 - 2026-08-18","1.00","0.00","0.00","12.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","12.00",""
"услуга уход за дачным участком","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"укладка плитки поверх старой плитки тротуарной","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"планировка участка ярославль ярославский (областной) миниpogruzchiki-ру","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"выровнять участок на даче ярославль доступная стоимость tehno-niki","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"ливневки ярославль проет","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"навес для автомобиля из поликарбоната рыбинск","2026-07-20 - 2026-08-18","1.00","0.00","0.00","29.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","29.00",""
"выполним работы по благоустройству территории","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"грязные участки","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"услуги по работам ав саду","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"купить землю в ярославле под строительство дома калькулятор стоимости юкскаваторыаренда-ru","2026-07-20 - 2026-08-18","1.00","0.00","0.00","28.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","28.00",""
"дренирование почвы в ярославле","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"выполнить работу по оформлению склона участка в рыбинске","2026-07-20 - 2026-08-18","1.00","0.00","0.00","5.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","5.00","","0.00","0.00","","",""
"u hs,bycr rfrbt yfdtcs gjl fdnjvj,bkm rnj cnhjbn","2026-07-20 - 2026-08-18","1.00","0.00","0.00","11.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","11.00",""
"благоустройство территории подрядчик","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"расчет благоустройства онлайн","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"планировка участка цена в рыбинске","2026-07-20 - 2026-08-18","1.00","0.00","0.00","8.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","8.00","","0.00","0.00","","",""
"авито благоустройство участка","2026-07-20 - 2026-08-18","1.00","0.00","0.00","2.00","","0.00","0.00","","1.00","0.00","0.00","2.00","","0.00","0.00","","","","0.00","0.00","","",""
"просела плитка в ограде что делать можно ли сверху уложить плитку","2026-07-20 - 2026-08-18","1.00","0.00","0.00","10.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","10.00","","0.00","0.00","","",""
"благоустройство записбо услуги","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"стоимость мелиорации участка","2026-07-20 - 2026-08-18","1.00","0.00","0.00","41.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","41.00",""
"key_phrase : благоустройство рыбинска","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"как рассчитать инженерное благоустройство участка","2026-07-20 - 2026-08-18","1.00","0.00","0.00","13.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","13.00",""
"пьдъем участка ярославль","2026-07-20 - 2026-08-18","1.00","0.00","0.00","23.00","","0.00","0.00","","0.00","0.00","","","","0.00","0.00","","","","1.00","0.00","0.00","23.00",""
"надо ли менять основание тротуарной плитки при ее замене на новую плитку","2026-07-20 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"выравнивание участка ярославль тариф tehno-ники ru","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"зачем поднимать старую плитку и класть заново","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"можно ли класть новую брусчатку на старую","2026-07-20 - 2026-08-18","1.00","0.00","0.00","4.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","4.00","","0.00","0.00","","",""
"сколько стоит заложить плитку на участке 11 соток","2026-07-20 - 2026-08-18","1.00","0.00","0.00","3.00","","0.00","0.00","","1.00","0.00","0.00","3.00","","0.00","0.00","","","","0.00","0.00","","",""
"рыбинск ландшафтный дизайн на труда","2026-07-20 - 2026-08-18","1.00","0.00","0.00","9.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","9.00","","0.00","0.00","","",""
"укладка тротуарной плитки под ключ в переславле уена","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
"монтаж ливневой канализации цена за метр","2026-07-20 - 2026-08-18","1.00","0.00","0.00","7.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","7.00","","0.00","0.00","","",""
"предприятия по благоустройству в ярославской области","2026-07-20 - 2026-08-18","1.00","0.00","0.00","6.00","","0.00","0.00","","0.00","0.00","","","","1.00","0.00","0.00","6.00","","0.00","0.00","","",""
